metric,event_time,ciclo_idx,observado,sintetico,gap,cell_id,marca_std,subcategoria,faixa_preco
gmv,8,36,11428.5,11859.567369543118,-431.0673695431178,Eudora|Máscara|P3,Eudora,Máscara,P3
gmv,9,37,14028.18,10961.344736898682,3066.8352631013186,Eudora|Máscara|P3,Eudora,Máscara,P3
gmv,10,38,14945.89,11568.731629177728,3377.1583708222715,Eudora|Máscara|P3,Eudora,Máscara,P3
gmv,11,39,24875.82,17009.743437214347,7866.076562785653,Eudora|Máscara|P3,Eudora,Máscara,P3
gmv,12,40,10371.16,9495.56445852514,875.5955414748605,Eudora|Máscara|P3,Eudora,Máscara,P3
gmv,-8,18,8224.15,10228.232962714384,-2004.0829627143848,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-7,19,11790.4,9234.990766677489,2555.4092333225108,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-6,20,11509.64,12432.499452415443,-922.8594524154432,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-5,21,15479.75,14921.563070513705,558.1869294862954,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-4,22,17098.85,17128.403940087013,-29.55394008701478,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-3,23,3974.37,3678.797634254676,295.5723657453241,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-2,24,5546.49,6684.822644051441,-1138.332644051441,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-1,25,4546.46,4667.678333230716,-121.21833323071587,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,0,26,7175.78,4838.303444910912,2337.476555089088,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,1,27,9007.09,7054.946327402004,1952.1436725979966,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,2,28,4064.0,3560.0506896303827,503.94931036961725,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,3,29,4941.88,5211.510061626809,-269.63006162680904,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,4,30,7374.87,5568.03496695045,1806.8350330495496,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,5,31,9766.78,8781.997832329796,984.7821676702042,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,6,32,6713.25,6652.74691519719,60.50308480281001,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,7,33,11561.74,9816.550610508197,1745.189389491803,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,8,34,4594.28,3280.1216414688192,1314.1583585311805,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,9,35,4990.85,3218.7154500646297,1772.1345499353706,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,10,36,7095.32,4724.030093429848,2371.2899065701513,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,11,37,6450.48,3784.4191701104887,2666.060829889511,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,12,38,6006.19,5489.114489631296,517.0755103687034,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1
gmv,-7,0,6847.07,7253.5937980348635,-406.52379803486383,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,-6,1,9138.06,8605.831833114813,532.2281668851865,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,-5,2,9447.279999999999,9681.509764507675,-234.229764507676,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,-4,3,11041.42,11105.335192985915,-63.91519298591447,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,-3,4,12682.35,12283.27355212374,399.0764478762612,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,-2,5,13635.65,13915.401125123311,-279.7511251233118,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,-1,6,8240.92,8187.804734109673,53.115265890327464,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,0,7,12796.98,13636.23551628433,-839.255516284331,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,1,8,7867.889999999999,7098.45997332377,769.4300266762293,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,2,9,8878.02,9032.838893756085,-154.81889375608444,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,3,10,14374.66,9998.674291054518,4375.985708945482,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,4,11,4736.59,5459.456483231017,-722.8664832310169,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,5,12,7445.63,8483.426136702914,-1037.7961367029138,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,6,13,8195.63,8281.839363417505,-86.2093634175053,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,7,14,11795.369999999999,12389.115165155117,-593.7451651551182,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,8,15,11453.26,9845.34767187975,1607.91232812025,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,9,16,16598.43,16521.275141519447,77.15485848055323,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,10,17,4329.68,5639.242804985075,-1309.5628049850748,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,11,18,5479.38,5675.463289023526,-196.08328902352605,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,12,19,6894.79,6718.812044760126,175.97795523987406,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1
gmv,-8,9,17807.329999999998,19003.597502830522,-1196.2675028305239,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-7,10,25166.35,21595.030586443103,3571.3194135568956,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-6,11,12601.02,13457.316275463698,-856.2962754636974,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-5,12,15610.98,15719.674692733628,-108.69469273362847,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-4,13,13677.779999999999,14038.558728407748,-360.77872840774944,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-3,14,25717.86,25034.65199138819,683.2080086118112,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-2,15,15882.92,19311.21151197521,-3428.291511975209,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-1,16,32836.5,32929.03142684501,-92.53142684500926,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,0,17,9618.51,10788.896494124503,-1170.3864941245029,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,1,18,12969.34,11220.025057490677,1749.3149425093234,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,2,19,14659.36,14308.728729538385,350.6312704616157,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,3,20,13599.08,17451.850920518504,-3852.7709205185038,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,4,21,15917.859999999999,20108.476443804797,-4190.616443804798,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,5,22,26057.39,22533.067138907365,3524.3228610926344,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,6,23,6884.889999999999,10850.138624751033,-3965.2486247510333,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,7,24,19614.649999999998,18569.807182938548,1044.8428170614498,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,8,25,10471.27,12382.809479460027,-1911.539479460027,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,9,26,11691.81,11892.597136063168,-200.78713606316887,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,10,27,20363.39,17550.298740601007,2813.0912593989924,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,11,28,8610.48,9177.555693160672,-567.075693160672,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,12,29,18038.35,12538.784095637404,5499.565904362595,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3
gmv,-8,19,19041.170000000002,17310.65947915891,1730.5105208410932,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-7,20,22922.190000000002,24655.520250821563,-1733.3302508215602,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-6,21,28265.38,27056.28090040551,1209.0990995944921,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-5,22,32964.22,33016.837916936245,-52.617916936244,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-4,23,16133.35,12158.315005248682,3975.0349947513187,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-3,24,22026.71,23908.503420357763,-1881.7934203577643,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-2,25,20203.58,16999.22663502723,3204.3533649727724,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-1,26,18823.8,17892.52440005493,931.275599945071,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,0,27,23599.22,26014.42320473108,-2415.2032047310786,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,1,28,14529.94,12487.856627147288,2042.0833728527123,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,2,29,16044.68,19396.283244367554,-3351.603244367554,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,3,30,21012.99,21494.226550115436,-481.2365501154345,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,4,31,39464.82,30889.691974044472,8575.128025955528,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,5,32,22680.5,25273.54397697878,-2593.043976978781,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,6,33,37998.5,38235.95558472815,-237.45558472815173,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,7,34,11336.35,12709.471734425899,-1373.1217344258985,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,8,35,9697.14,13302.435895243167,-3605.2958952431673,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,9,36,18887.39,18404.48870000089,482.90129999911005,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,10,37,15978.310000000001,14378.830716372742,1599.479283627259,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4
gmv,-8,19,58042.44,66967.4269067991,-8924.986906799095,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-7,20,95941.71,96140.21564352557,-198.5056435255683,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-6,21,104773.54,110081.06660258991,-5307.526602589918,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-5,22,133350.74,125342.81297785176,8007.927022148229,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-4,23,47486.78,48034.90533434134,-548.1253343413409,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-3,24,97322.74,97811.97701868041,-489.2370186804037,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-2,25,64338.07,58616.668404116695,5721.401595883304,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-1,26,66547.23,65778.39175636259,768.8382436374086,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,0,27,107223.84,90531.93619603367,16691.90380396633,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,1,28,54034.9,46615.70798595194,7419.192014048058,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,2,29,81322.61,68418.61695405566,12903.993045944342,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,3,30,87724.12,78715.91401995653,9008.205980043465,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,4,31,131803.45,125297.26164853391,6506.188351466102,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,5,32,89720.92,88598.2805048549,1122.639495145093,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,6,33,157100.8,130107.1413269145,26993.65867308549,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,7,34,52425.92,45799.11730627406,6626.802693725935,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,8,35,52400.33,48055.722492363435,4344.607507636567,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,9,36,64719.8,62215.70885716757,2504.0911428324325,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,10,37,57211.65,53436.54126611509,3775.10873388491,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,11,38,71444.75,71604.56422962484,-159.81422962484066,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,12,39,120551.91,117621.2905056388,2930.6194943612063,Eudora|Shampoo|P5,Eudora,Shampoo,P5
gmv,-8,10,6937.18,7382.8960479065245,-445.7160479065242,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-7,11,4486.17,4428.1499414027185,58.020058597281604,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-6,12,6360.84,6430.138119161251,-69.29811916125072,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-5,13,6375.599999999999,5912.139076370039,463.46092362996023,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-4,14,9786.96,9674.778022734814,112.1819772651852,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-3,15,7103.4,7197.750404416764,-94.35040441676392,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-2,16,12210.539999999999,12088.425929867748,122.11407013225107,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-1,17,3999.52,4140.423697262533,-140.90369726253311,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,0,18,4247.61,4029.2455741996387,218.364425800361,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,1,19,5222.86,4288.208295107981,934.6517048920186,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,2,20,5797.0599999999995,5642.036945455795,155.02305454420457,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,3,21,6021.58,6274.571220368653,-252.99122036865265,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,4,22,6581.21,7513.174061088398,-931.964061088398,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,5,23,2614.42,2305.4583352337995,308.96166476620056,O Boticário|Máscara|P1,O Boticário,Máscara,P1
gmv,-8,16,65354.96,66837.0495451529,-1482.0895451528995,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-7,17,22668.85,22783.64281731605,-114.79281731605079,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-6,18,22632.9,24034.368036017164,-1401.4680360171624,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-5,19,23302.04,23471.656973650766,-169.61697365076543,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-4,20,29615.03,32048.518041425566,-2433.4880414255676,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-3,21,41817.6,39548.86786995025,2268.7321300497497,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-2,22,45471.77,45415.71053140887,56.05946859112737,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-1,23,15528.42,15837.877592431154,-309.4575924311539,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,0,24,29431.1,33595.50887930405,-4164.40887930405,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,1,25,14444.9,21264.754713859675,-6819.854713859675,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,2,26,17247.84,20470.23748667949,-3222.397486679489,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,3,27,23780.0,32769.76700376619,-8989.767003766188,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,4,28,14662.18,15505.634434003228,-843.454434003228,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,5,29,19009.43,23081.65675905321,-4072.22675905321,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,6,30,25910.47,29045.7797271257,-3135.3097271256993,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,7,31,34339.72,38444.696506644425,-4104.976506644423,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,8,32,20956.9,28664.388560312174,-7707.488560312173,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,9,33,36123.46,43277.550139212566,-7154.090139212567,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,10,34,12797.31,15369.723482044612,-2572.4134820446125,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,11,35,12131.12,16342.276374158586,-4211.156374158585,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,12,36,17791.69,22690.73240801572,-4899.042408015721,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2
gmv,-8,26,68662.75,58911.85082115887,9750.89917884113,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,-7,27,74376.27,83362.85281245688,-8986.58281245688,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,-6,28,37834.200000000004,40786.70943282759,-2952.509432827588,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,-5,29,51109.16,59234.59035026953,-8125.430350269526,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,-4,30,85500.93000000001,71374.81764463066,14126.112355369347,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,-3,31,121024.56,109015.53740852672,12009.022591473273,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,-2,32,81111.18000000001,83978.88965043618,-2867.709650436169,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,-1,33,107065.64,110915.26013618366,-3849.6201361836575,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,0,34,40481.97,41408.092116172025,-926.1221161720241,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,1,35,41537.33,42072.66565103194,-535.3356510319354,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,2,36,44336.5,53877.383075414575,-9540.883075414575,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,3,37,44338.380000000005,53736.42259508861,-9398.042595088606,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,4,38,50586.16,57318.2872788949,-6732.127278894899,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,5,39,120295.1,101893.72905403982,18401.37094596018,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,6,40,64331.990000000005,45942.429372191036,18389.56062780897,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,7,41,115845.29000000001,87153.78992573377,28691.500074266238,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
gmv,8,42,45168.880000000005,59235.02708417458,-14066.147084174576,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6
