metric,t0_idx,t0_ciclo,n_projetos_celula,projetos,n_pre,n_post,n_post_roi,n_post_calendario,n_post_excluido_phase_out,janela_roi_incompleta,shelf_end_idx,n_donors,status,cell_id,marca_std,subcategoria,faixa_preco,rmspe_pre,rmspe_post,fit_rel_pre,att_media_ciclo,att_soma_pos,att_soma_roi,y_pre_media,synth_pre_media,y_post_media,synth_post_media,placebo_pvalue_rmspe_ratio,n_placebos,rmspe_ratio,placebo_ratio_mediana
gmv,25,202509,1,PROJ_2024_03,25,18,17,18,0,False,,36,sem_incumbente,Eudora|Shampoo|P2,Eudora,Shampoo,P2,,,,,,,,,,,,,,
gmv,26,202510,1,PROJ_2024_12,26,17,17,17,0,False,,36,sem_incumbente,Eudora|Shampoo|P3,Eudora,Shampoo,P3,,,,,,,,,,,,,,
gmv,27,202511,1,PROJ_2025_08,27,16,16,16,0,True,,36,ok,Eudora|Shampoo|P5,Eudora,Shampoo,P5,6813.753853508751,10419.07508630911,0.06564963100294986,7186.018880657538,114976.3020905206,114976.3020905206,103789.6748148148,103789.6748148148,85412.88,78226.86111934247,0.45714285714285713,35.0,1.5291240790777605,1.3310793427085266
gmv,0,202401,1,PROJ_2024_09,0,43,17,43,0,False,,36,sem_pre_periodo_suficiente,Eudora|Shampoo|P6,Eudora,Shampoo,P6,,,,,,,,,,,,,,
gmv,23,202507,1,PROJ_2025_13,23,20,17,20,0,False,,36,sem_incumbente,Eudora|Sérum|P6,Eudora,Sérum,P6,,,,,,,,,,,,,,
gmv,18,202502,1,PROJ_2025_06,18,6,6,25,19,True,23.0,36,ok,O Boticário|Máscara|P1,O Boticário,Máscara,P1,487.24031466875846,573.484649372006,0.0665114209522736,72.00759475762236,432.0455685457341,432.0455685457341,7325.663888888888,7325.663888888889,5080.79,5008.7824052423775,0.7714285714285715,35.0,1.177005744612654,1.9854585735701162
gmv,23,202507,1,PROJ_2024_05,23,20,17,20,0,False,,36,sem_incumbente,O Boticário|Perfume Feminino|P5,O Boticário,Perfume Feminino,P5,,,,,,,,,,,,,,
gmv,3,202404,1,PROJ_2025_12,3,33,17,40,7,False,35.0,36,sem_pre_periodo_suficiente,O Boticário|Perfume Feminino|P6,O Boticário,Perfume Feminino,P6,,,,,,,,,,,,,,
gmv,24,202508,1,PROJ_2024_07,24,19,17,19,0,False,,36,ok,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2,1362.4126225193377,5004.330231508609,0.035312202668480064,-4479.83587470111,-85116.88161932108,-73377.57509118694,38581.92125,38581.92125000001,21970.756315789473,26450.59219049058,0.14285714285714285,35.0,3.6731384815377983,1.6776550006891824
gmv,34,202601,1,PROJ_2025_02,34,9,9,9,0,True,,36,ok,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6,7691.7877818250545,14619.859178871668,0.09159226460608265,2698.1970941398636,24283.773847258773,24283.773847258773,83978.57411764708,83978.57411764709,62991.2888888889,60293.09179474902,0.11428571428571428,35.0,1.900710159141022,1.1485564496331606
mb,4,202405,1,PROJ_2025_05,4,39,17,39,0,False,,36,sem_incumbente,Eudora|Colônia Infantil|P5,Eudora,Colônia Infantil,P5,,,,,,,,,,,,,,
mb,24,202508,1,PROJ_2025_04,24,19,17,19,0,False,,36,sem_incumbente,Eudora|Condicionador|P2,Eudora,Condicionador,P2,,,,,,,,,,,,,,
mb,24,202508,1,PROJ_2024_06,24,19,17,19,0,False,,36,sem_incumbente,Eudora|Condicionador|P3,Eudora,Condicionador,P3,,,,,,,,,,,,,,
mb,19,202503,1,PROJ_2025_07,19,24,17,24,0,False,,36,sem_incumbente,Eudora|Condicionador|P5,Eudora,Condicionador,P5,,,,,,,,,,,,,,
mb,25,202509,1,PROJ_2025_03,25,18,17,18,0,False,,36,sem_incumbente,Eudora|Hidratante Corporal|P4,Eudora,Hidratante Corporal,P4,,,,,,,,,,,,,,
mb,18,202502,1,PROJ_2025_10,18,25,17,25,0,False,,36,ok,Eudora|Máscara|P1,Eudora,Máscara,P1,454.7380590028603,418.9010420015691,0.08776094367714325,-5.147826292330774,-128.69565730826935,-1277.0467816358214,5181.553888888889,5181.553888888889,3547.4432,3552.5910262923303,0.8571428571428571,35.0,0.921191955914414,2.1004845506945564
mb,28,202512,1,PROJ_2024_08,28,15,15,15,0,True,,36,ok,Eudora|Máscara|P3,Eudora,Máscara,P3,927.6192296349219,1727.0175836580718,0.0894707386469795,815.824920908187,12237.373813622804,12237.373813622804,10367.85035714286,10367.85035714286,7907.58,7091.755079091814,0.2571428571428571,35.0,1.8617742371918753,1.351874767711838
mb,26,202510,1,PROJ_2024_11,26,17,17,17,0,False,,36,ok,Eudora|Perfume Feminino|P1,Eudora,Perfume Feminino,P1,614.0185235956183,1263.2251370340664,0.06341803612488907,1089.5169067934798,18521.787415489158,18521.787415489158,9682.080384615385,9682.080384615385,5060.192352941176,3970.6754461476967,0.2571428571428571,35.0,2.0573078636728623,1.6007175362509163
mb,27,202511,1,PROJ_2025_01,27,16,16,16,0,True,,36,sem_incumbente,Eudora|Perfume Feminino|P3,Eudora,Perfume Feminino,P3,,,,,,,,,,,,,,
mb,7,202408,1,PROJ_2024_01,7,36,17,36,0,False,,36,ok,Eudora|Perfume Masculino|P1,Eudora,Perfume Masculino,P1,192.82533503745373,756.1220565904003,0.03220836055218952,-172.13365219007827,-6196.811478842817,253.0969108614795,5986.8099999999995,5986.809999999999,4662.286666666668,4834.420318856744,0.6,35.0,3.9212796204582445,5.885581560990844
mb,17,202501,2,"PROJ_2024_10,PROJ_2025_11",17,26,17,26,0,False,,36,ok,Eudora|Perfume Masculino|P3,Eudora,Perfume Masculino,P3,2665.916623407758,2136.2142877181545,0.18001639032903324,-384.3357026470618,-9992.728268823606,-7847.059015973569,14809.299411764707,14809.299411764703,10100.759615384615,10485.095318031676,0.9142857142857143,35.0,0.801305738132012,2.2715814179555394
mb,27,202511,1,PROJ_2025_09,27,11,11,16,5,True,37.0,36,ok,Eudora|Perfume Masculino|P4,Eudora,Perfume Masculino,P4,1538.6427859852638,1910.1417602983304,0.09932768721105842,-64.02520423688888,-704.2772466057777,-704.2772466057777,15490.572962962964,15490.572962962968,12192.150000000001,12256.175204236888,0.5714285714285714,35.0,1.2414458883483983,1.319369247670331
mb,27,202511,1,PROJ_2024_04,27,16,16,16,0,True,,36,sem_incumbente,Eudora|Perfume Masculino|P6,Eudora,Perfume Masculino,P6,,,,,,,,,,,,,,
mb,28,202512,1,PROJ_2024_02,28,15,15,15,0,True,,36,sem_incumbente,Eudora|Sabonete Líquido|P1,Eudora,Sabonete Líquido,P1,,,,,,,,,,,,,,
mb,25,202509,1,PROJ_2024_03,25,18,17,18,0,False,,36,sem_incumbente,Eudora|Shampoo|P2,Eudora,Shampoo,P2,,,,,,,,,,,,,,
mb,26,202510,1,PROJ_2024_12,26,17,17,17,0,False,,36,sem_incumbente,Eudora|Shampoo|P3,Eudora,Shampoo,P3,,,,,,,,,,,,,,
mb,27,202511,1,PROJ_2025_08,27,16,16,16,0,True,,36,ok,Eudora|Shampoo|P5,Eudora,Shampoo,P5,4590.057936227446,6758.374293698728,0.06404770929157742,4482.999678975892,71727.99486361427,71727.99486361427,71666.2311111111,71666.2311111111,58870.79000000001,54387.79032102411,0.45714285714285713,35.0,1.472394115193547,1.3314181059008063
mb,0,202401,1,PROJ_2024_09,0,43,17,43,0,False,,36,sem_pre_periodo_suficiente,Eudora|Shampoo|P6,Eudora,Shampoo,P6,,,,,,,,,,,,,,
mb,23,202507,1,PROJ_2025_13,23,20,17,20,0,False,,36,sem_incumbente,Eudora|Sérum|P6,Eudora,Sérum,P6,,,,,,,,,,,,,,
mb,18,202502,1,PROJ_2025_06,18,6,6,25,19,True,23.0,36,ok,O Boticário|Máscara|P1,O Boticário,Máscara,P1,307.035445019211,360.9626082061753,0.06652957823293953,43.034889575775196,258.2093374546512,258.2093374546512,4615.0216666666665,4615.021666666666,3200.78,3157.7451104242245,0.7714285714285715,35.0,1.1756382335062001,1.9918677512766325
mb,23,202507,1,PROJ_2024_05,23,20,17,20,0,False,,36,sem_incumbente,O Boticário|Perfume Feminino|P5,O Boticário,Perfume Feminino,P5,,,,,,,,,,,,,,
mb,3,202404,1,PROJ_2025_12,3,33,17,40,7,False,35.0,36,sem_pre_periodo_suficiente,O Boticário|Perfume Feminino|P6,O Boticário,Perfume Feminino,P6,,,,,,,,,,,,,,
mb,24,202508,1,PROJ_2024_07,24,19,17,19,0,False,,36,ok,O Boticário|Sabonete Líquido|P2,O Boticário,Sabonete Líquido,P2,956.5931522959121,2393.766018359669,0.03764942613273648,-1910.3589066039096,-36296.81922547428,-30865.247027962956,25407.907916666667,25407.907916666667,15285.462631578946,17195.821538182856,0.2571428571428571,35.0,2.5023867384105865,1.6347465057230073
mb,34,202601,1,PROJ_2025_02,34,9,9,9,0,True,,36,ok,O Boticário|Sabonete Líquido|P6,O Boticário,Sabonete Líquido,P6,4701.322299266626,8785.675324694608,0.09177438148176816,1658.8968660654807,14930.071794589327,14930.071794589327,51226.95705882352,51226.957058823515,38424.68666666666,36765.78980060118,0.11428571428571428,35.0,1.8687668629026164,1.1209860505153517
